bin	ESO.all.snps	GBM.all.snps	lung.all.snps	liver.all.snps	mel.all.snps	MM.all.snp	CRC.all.snp	LUSC.all.snp	ESO.1060.ESO.all.snps	ESO.1163.ESO.all.snps	ESO.130.ESO.all.snps	ESO.409.ESO.all.snps	ESO.682.ESO.all.snps	ESO.721.ESO.all.snps	ESO.774.ESO.all.snps	ESO.838.ESO.all.snps	ESO.913.ESO.all.snps	TCGA.34.2596.LUSC.all.snps	TCGA.34.2600.LUSC.all.snps	TCGA.43.3394.LUSC.all.snps	TCGA.56.1622.LUSC.all.snps	TCGA.60.2711.LUSC.all.snps	TCGA.60.2713.LUSC.all.snps	TCGA.60.2722.LUSC.all.snps	TCGA.60.2724.LUSC.all.snps	TCGA.60.2726.LUSC.all.snps	TCGA.66.2756.LUSC.all.snps	TCGA.66.2757.LUSC.all.snps	TCGA.66.2766.LUSC.all.snps	TCGA.06.0145.GBM.all.snps	TCGA.06.0152.GBM.all.snps	TCGA.06.0155.GBM.all.snps	TCGA.06.0185.GBM.all.snps	TCGA.06.0188.GBM.all.snps	TCGA.06.0648.GBM.all.snps	TCGA.14.0786.GBM.all.snps	MM.0191.snp	MM.0242.snp	MM.0309.snp	MM.0319.snp	MM.0332.snp	MM.0335.snp	MM.0338.snp	MM.0343.snp	MM.0344.snp	MM.0356.snp	MM.0375.snp	MM.0376.snp	MM.0383.snp	MM.0387.snp	MM.0389.snp	MM.0390.snp	MM.0392.snp	MM.0406.snp	MM.0408.snp	MM.0412.snp	MM.0421.snp	MM.0425.snp	MM.0447.snp	CRC.0002.snp	CRC.0003.snp	CRC.0004.snp	CRC.0005.snp	CRC.0006.snp	CRC.0007.snp	CRC.0008.snp	CRC.0009.snp	CRC.0010.snp	all.RK032.snps	all.RK001.snps	all.RK027.snps	all.RK015.snps	all.RK067.snps	all.RK046.snps	all.RK031.snps	all.RK002.snps	all.RK084.snps	all.RK041.snps	all.RK006.snps	all.RK035.snps	all.RK033.snps	all.RK099.snps	all.RK029.snps	all.RK056.snps	all.RK022.snps	all.RK083.snps	all.RK042.snps	all.RK025.snps	all.RK026.snps	all.RK126.snps	all.RK048.snps	all.RK047.snps	all.RK051.snps	all.RK075.snps	all.RK107.snps	all.RK106.snps	all.RK019.snps	all.RK003.snps	all.RK086.snps	all.RK092.snps	all.RK020.snps	all.RK037.snps	all.RK054.snps	all.RK023.snps	all.RK007.snps	all.RK137.snps	all.RK133.snps	all.RK024.snps	all.RK098.snps	all.RK109.snps	all.RK016.snps	all.RK050.snps	all.RK004.snps	all.RK063.snps	all.RK010.snps	all.RK069.snps	all.RK108.snps	all.RK012.snps	all.RK089.snps	all.RK100.snps	all.RK021.snps	all.RK130.snps	all.RK036.snps	all.RK079.snps	all.RK049.snps	all.RK141.snps	all.RK068.snps	all.RK055.snps	all.RK034.snps	all.RK138.snps	all.RK005.snps	all.RK018.snps	all.ME001.Tumor.snps	all.ME002.Tumor.snps	all.ME007.Tumor.snps	all.ME011.Tumor.snps	all.ME016.Tumor.snps	all.ME018.Tumor.snps	all.ME020.Tumor.snps	all.ME021.Tumor.snps	all.ME024.Tumor.snps	all.ME029.Tumor.snps	all.ME030.Tumor.snps	all.ME035.Tumor.snps	all.ME037.Tumor.snps	all.ME041.Tumor.snps	all.ME043.Tumor.snps	all.ME044.Tumor.snps	all.ME048.Tumor.snps	all.ME049.Tumor.snps	all.ME050.Tumor.snps	all.MEL.0009.Tumor.snps	all.MEL.0012.Tumor.snps	all.MEL.0015.Tumor.snps	all.MEL.0032.Tumor.snps	all.MEL.0045.Tumor.snps	all.Mel_BRAFi_02_PRE.Tumor.snps	all.LUAD.AEIUF.Tumor.snps	all.LUAD.D02326.Tumor.snps	all.LUAD.E00934.Tumor.snps	all.LUAD.E01014.Tumor.snps	all.LUAD.E01278.Tumor.snps	all.LUAD.FH5PJ.Tumor.snps	all.LUAD.QY22Z.Tumor.snps	all.LUAD.S00488.Tumor.snps	all.LUAD.S01302.Tumor.snps	all.LUAD.S01331.Tumor.snps	all.LUAD.S01341.Tumor.snps	all.LUAD.S01345.Tumor.snps	all.LUAD.S01346.Tumor.snps	all.LUAD.S01356.Tumor.snps	all.LUAD.S01381.Tumor.snps	all.LUAD.S01404.Tumor.snps	all.LUAD.S01405.Tumor.snps	all.LUAD.S01467.Tumor.snps	all.LUAD.S01478.Tumor.snps	all.LUAD.U6SJ7.Tumor.snps	all.LU.A08.43.Tumor.snps	all.LUAD.2GUGK.Tumor.snps	all.LUAD.5V8LT.Tumor.snps	all.LUAD.E01317.Tumor.snps
chr3.163	252	25	965	444	1235	135	86	532	30	59	27	18	22	26	11	35	24	53	61	28	35	20	26	59	48	43	31	33	56	4	6	4	3	2	4	2	4	10	6	6	2	10	6	5	7	9	3	3	4	3	12	10	5	1	1	7	10	5	6	6	5	6	15	5	13	11	20	5	12	20	9	11	14	18	7	9	6	12	24	25	2	4	3	16	4	9	4	4	3	6	12	4	3	5	12	6	12	10	12	9	2	3	2	16	5	8	2	1	2	2	1	3	13	3	5	3	5	6	12	7	7	6	2	11	2	2	0	0	3	2	2	0	39	78	9	37	31	39	64	15	83	31	38	20	40	39	65	142	25	89	52	117	24	5	17	38	88	21	6	81	14	19	25	56	45	82	30	11	16	59	74	14	9	46	41	24	21	2	32	222	15
chr3.164	175	26	802	378	1092	86	68	389	16	35	10	16	20	26	5	23	24	52	47	18	24	13	23	45	41	40	26	16	31	5	6	3	5	3	2	2	5	6	3	3	3	7	2	3	0	3	3	5	6	4	8	2	2	1	5	4	5	2	4	4	6	4	14	4	6	7	12	11	6	6	8	11	11	19	5	15	4	7	22	16	3	6	7	4	3	7	1	10	1	7	14	6	8	4	6	5	12	4	6	6	5	2	6	10	4	5	0	2	4	2	2	8	11	2	2	2	6	3	13	1	15	2	3	9	1	2	0	1	3	1	2	0	29	69	6	39	39	42	40	14	71	25	27	28	21	46	50	119	27	69	46	121	20	3	10	27	94	14	3	57	10	22	17	41	45	64	12	7	21	57	51	16	17	38	28	36	5	5	22	198	16
chr3.165	62	7	545	271	737	72	36	304	3	10	11	2	5	18	2	7	4	26	31	10	20	7	14	53	26	35	21	20	31	3	1	0	1	1	0	1	4	3	5	4	3	2	0	1	3	5	2	1	1	2	9	2	5	0	1	7	6	3	3	3	2	2	7	0	8	7	5	2	7	9	7	7	9	8	2	8	1	6	9	21	0	4	4	9	3	3	2	0	3	7	9	4	3	2	7	1	9	2	7	5	4	1	4	10	6	6	4	3	0	3	1	4	7	2	1	2	1	5	5	1	3	4	2	5	1	1	1	2	3	0	1	0	19	63	2	29	25	21	26	11	41	22	22	29	28	13	41	71	12	33	37	117	6	0	14	12	34	10	2	41	7	7	5	18	26	45	12	4	11	40	26	5	6	20	31	28	10	5	18	156	12
chr3.166	37	29	321	380	1229	62	32	207	6	4	7	1	2	10	2	2	3	15	25	13	11	7	13	28	14	14	7	6	39	5	0	5	4	4	7	4	4	2	1	4	2	4	2	1	2	2	2	1	4	3	7	2	2	3	2	7	2	3	0	1	3	4	2	1	6	5	6	4	4	12	16	8	15	15	5	5	2	8	23	22	3	7	4	12	4	4	2	3	3	10	9	5	5	4	4	8	10	2	17	4	7	2	2	15	4	5	4	0	1	3	7	4	9	3	8	3	2	3	11	4	8	2	1	8	2	3	1	0	3	1	0	0	36	87	5	37	22	46	61	11	71	24	32	41	35	40	67	157	12	80	58	126	21	0	16	17	118	2	3	8	6	5	8	23	8	26	4	4	16	24	14	6	3	13	9	21	2	2	5	103	6
chr3.167	44	18	359	124	524	42	34	219	4	7	7	3	1	12	1	6	3	14	22	7	15	15	12	28	25	30	15	10	18	4	1	4	0	1	7	1	4	4	0	3	2	1	0	1	0	0	2	2	0	1	4	3	3	0	1	2	5	3	1	5	5	4	3	2	4	4	5	2	2	8	7	3	0	4	1	3	1	1	2	5	2	2	2	4	4	1	4	2	3	8	4	1	2	2	1	3	3	0	4	4	2	0	1	3	2	1	1	1	1	0	0	4	3	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	2	0	0	0	22	29	1	16	8	28	15	6	28	13	20	15	16	11	26	32	5	29	17	118	6	1	11	10	38	5	1	24	1	13	11	16	14	26	6	3	29	27	15	8	1	24	18	16	7	4	10	71	9
chr3.168	35	10	418	153	559	56	35	235	1	4	4	2	3	11	2	5	3	17	24	10	13	19	10	32	24	21	11	6	30	0	2	4	1	2	0	1	5	2	3	4	0	4	1	7	3	1	1	1	0	0	6	1	2	1	1	3	4	2	4	2	1	6	3	0	5	8	8	2	4	3	4	1	2	8	1	1	7	6	7	4	0	5	1	2	2	2	3	0	0	10	1	3	3	5	7	4	2	1	3	2	4	1	0	2	3	3	1	1	1	0	5	1	3	1	1	5	1	0	2	3	0	0	1	5	1	0	1	2	1	0	0	0	15	22	9	21	20	16	18	13	24	24	16	20	13	11	18	41	11	20	15	126	9	2	7	13	35	6	4	36	6	8	3	19	18	33	9	7	21	31	23	2	4	12	15	23	8	3	8	114	5
chr3.169	40	11	271	169	458	46	40	153	2	6	4	4	3	8	1	5	7	7	21	7	9	8	8	19	6	11	22	5	25	3	1	1	3	1	2	0	1	2	3	0	3	4	1	1	3	1	0	1	1	4	6	2	0	3	0	4	3	2	1	1	2	10	4	1	3	8	7	4	1	6	6	1	6	3	0	4	4	1	10	6	1	1	3	3	2	3	4	2	1	8	3	0	8	3	5	3	1	2	4	4	2	1	0	6	3	2	3	3	2	3	1	1	7	3	0	3	0	4	1	1	4	0	2	4	1	1	0	2	1	0	0	0	12	16	2	17	11	8	13	9	17	10	14	11	13	17	17	46	13	24	20	116	7	0	10	8	24	8	1	23	2	8	8	16	12	18	6	5	13	22	14	1	0	7	14	17	6	2	14	47	7
chr3.17	59	11	365	158	595	50	45	158	1	6	4	3	4	18	7	11	5	12	11	6	9	6	10	10	18	20	17	4	30	1	3	1	1	4	0	1	5	0	1	0	2	4	2	1	1	1	2	2	1	3	2	3	0	2	1	8	6	3	0	7	7	3	5	2	3	8	8	2	4	1	8	0	6	10	2	3	1	7	3	6	0	0	0	3	5	3	2	3	1	11	3	3	6	2	0	1	1	0	2	1	4	2	1	3	2	0	1	1	2	3	5	1	7	4	2	1	1	1	5	1	5	0	0	2	1	1	1	0	2	1	0	1	18	26	2	15	21	14	13	6	31	16	21	18	14	17	31	59	9	30	23	115	9	4	11	8	56	13	6	21	5	17	4	24	17	36	11	3	11	15	16	6	6	11	11	12	2	4	9	102	3
chr3.170	93	13	679	408	724	85	66	404	8	19	7	2	8	25	9	10	5	43	46	18	22	13	21	53	29	47	33	21	43	0	5	1	3	3	1	0	2	3	3	5	3	6	4	7	1	4	3	5	2	3	5	7	6	3	3	4	3	0	3	5	6	5	9	3	8	15	9	6	4	17	12	9	16	10	1	10	5	16	31	14	2	4	2	9	6	6	10	6	5	8	7	6	5	6	10	10	12	3	9	8	4	1	6	7	14	8	4	2	2	7	1	2	8	1	3	9	1	2	5	7	9	1	3	10	1	4	1	1	1	1	3	1	24	33	2	20	20	22	32	4	36	13	22	13	15	31	41	61	17	44	29	135	15	1	19	20	50	7	2	44	9	20	10	17	31	56	8	6	15	60	42	12	15	25	37	41	13	6	26	172	5
chr3.171	83	7	608	329	424	97	66	462	7	13	9	10	8	11	7	11	7	53	50	14	32	19	20	64	35	45	29	28	47	2	1	0	2	1	1	0	2	4	4	1	1	9	3	4	2	5	4	8	1	3	13	5	1	1	4	5	10	7	0	5	7	5	7	7	7	17	10	1	7	14	10	9	7	9	1	9	3	8	12	13	4	5	8	7	4	2	4	6	4	4	13	5	6	3	6	11	9	8	5	10	0	2	2	10	4	3	2	2	1	3	5	5	6	5	2	2	3	5	6	5	13	2	1	6	0	3	0	0	4	2	0	1	16	26	2	18	14	9	11	8	15	14	10	12	8	11	20	18	11	12	11	101	2	6	21	8	22	10	6	43	9	16	7	20	21	60	9	6	15	42	26	7	10	33	30	28	12	3	17	167	11
chr3.173	144	25	795	328	1021	76	51	391	6	30	14	14	13	19	10	15	23	34	35	12	39	33	17	29	29	47	30	18	51	4	5	4	0	2	3	7	2	4	4	2	2	4	4	8	1	3	3	2	4	2	10	4	2	1	5	3	3	0	3	2	5	7	3	6	8	6	12	2	5	5	8	12	8	9	5	5	3	12	15	17	1	6	0	9	9	2	0	2	6	14	12	6	4	2	5	3	16	4	9	9	2	3	4	11	9	7	5	2	6	2	3	3	8	1	3	0	1	3	5	2	7	1	0	8	0	3	0	0	3	2	1	1	33	63	7	36	43	27	40	11	51	30	27	23	34	24	42	113	21	78	35	128	21	2	14	22	72	10	0	80	12	31	21	32	36	69	15	6	11	48	27	20	11	32	35	61	15	11	34	163	15
chr3.174	55	8	305	197	531	61	43	204	8	7	4	4	4	9	3	10	6	18	23	6	7	6	10	30	18	16	13	6	38	0	2	0	2	1	2	1	2	3	4	6	4	4	5	2	1	4	1	2	1	2	4	1	2	3	1	4	4	1	0	2	5	1	8	4	5	9	7	2	8	4	11	2	2	7	2	5	2	8	13	8	1	3	2	5	3	3	4	1	0	8	4	2	5	1	2	3	4	1	9	0	2	0	4	2	6	5	1	1	0	2	2	2	4	2	1	2	4	3	2	1	4	2	0	5	0	3	1	0	1	0	1	1	15	21	4	15	25	11	14	8	30	20	13	12	16	18	16	39	13	20	20	117	7	1	13	12	38	5	3	15	4	4	8	18	7	22	3	7	25	21	21	9	4	10	14	15	4	4	12	65	5
chr3.175	69	11	537	259	714	58	48	299	8	18	5	4	3	10	5	8	8	29	40	21	17	15	10	28	19	24	25	10	47	1	3	1	3	0	1	2	1	3	5	2	0	2	0	4	1	2	0	3	3	4	7	0	3	2	0	3	6	3	4	4	5	4	6	4	5	5	8	7	4	6	6	4	8	9	4	6	8	6	8	5	2	2	1	7	3	3	4	4	2	7	5	2	6	3	8	3	7	7	6	6	6	0	1	13	6	3	2	1	4	1	3	2	7	2	3	1	0	5	3	3	7	1	2	9	0	4	0	0	5	2	0	1	30	46	3	18	24	27	31	4	43	18	21	17	21	18	41	57	12	50	28	108	14	2	9	22	45	6	1	46	7	10	7	27	21	40	7	4	10	32	32	6	6	26	30	24	6	6	27	150	6
chr3.176	78	15	430	202	580	35	58	294	13	9	10	7	8	11	6	8	6	25	37	28	21	8	17	32	25	23	11	13	33	3	5	2	1	0	1	3	3	2	1	4	2	2	0	1	1	2	0	1	0	0	2	0	1	2	0	3	5	3	0	6	4	4	8	5	6	8	14	3	3	3	9	2	7	5	4	1	2	6	8	7	1	0	3	4	3	4	4	1	4	11	10	3	3	0	4	3	2	2	7	3	2	4	0	3	5	2	1	1	7	0	2	5	1	3	2	5	3	2	6	3	1	2	0	4	0	1	3	2	1	2	0	0	17	23	7	19	18	18	20	2	27	24	21	18	16	26	27	31	18	30	16	116	10	2	13	10	31	6	3	10	4	13	11	19	17	29	9	2	18	34	35	4	5	21	28	20	13	6	13	103	7
chr3.177	150	12	880	365	969	69	84	621	11	29	9	5	32	18	3	21	22	70	75	34	43	13	23	87	55	80	31	23	67	4	1	1	1	0	2	3	4	1	1	6	3	5	1	2	1	2	5	0	2	0	12	3	1	2	4	4	5	1	4	1	10	9	9	7	13	13	17	5	3	15	7	8	4	11	6	15	5	13	19	9	2	5	4	8	1	5	7	2	3	9	7	3	8	5	9	11	8	6	7	9	3	0	4	16	5	8	2	0	3	5	2	8	6	4	3	5	2	4	4	3	11	3	7	6	1	5	3	3	4	0	2	0	30	46	5	33	33	39	44	4	53	21	30	20	32	18	66	84	13	94	46	108	23	4	19	23	76	12	4	33	9	22	21	44	37	70	14	8	15	109	70	22	13	35	47	37	18	9	17	198	16
chr3.178	110	16	642	258	672	59	60	311	9	19	8	11	10	11	5	17	20	37	38	21	14	23	18	35	16	38	17	11	29	4	0	5	2	2	1	2	4	5	1	2	1	3	0	5	4	3	1	3	1	1	3	4	2	5	4	3	3	1	0	4	6	3	12	6	7	9	9	4	1	9	7	6	5	9	3	4	3	14	17	5	4	3	1	16	2	5	1	2	5	10	5	4	1	2	2	5	7	3	5	5	4	2	1	7	3	4	1	2	2	0	3	2	10	1	1	2	2	1	4	8	5	4	3	9	0	2	1	0	2	0	1	0	11	51	3	22	20	21	22	6	31	11	27	16	23	21	38	50	16	49	30	100	8	2	11	17	58	8	1	27	12	16	15	31	37	55	14	2	18	49	34	7	10	25	29	33	8	10	19	168	14
chr3.179	37	8	448	285	606	49	38	259	4	2	2	1	4	12	2	1	9	23	29	14	20	11	28	27	15	19	12	23	22	1	4	0	0	0	3	0	2	0	3	4	1	4	1	1	4	2	2	1	0	1	4	1	0	0	3	5	6	1	3	2	5	4	7	0	4	6	7	3	6	5	16	3	9	7	2	5	7	11	9	5	2	4	1	8	3	3	5	3	5	10	12	0	0	3	8	8	8	3	4	10	3	1	4	5	9	6	1	2	0	1	3	2	9	0	6	3	3	4	6	5	7	2	2	8	1	0	2	0	2	0	2	1	17	30	5	18	21	12	26	0	33	12	15	7	19	21	37	55	9	38	25	110	2	2	10	20	56	15	3	17	3	15	9	21	25	31	9	6	7	21	26	11	3	15	20	35	8	6	27	105	10
chr3.18	32	16	367	170	506	39	41	145	4	6	1	1	6	4	4	3	3	9	12	6	11	2	6	11	9	10	27	12	26	2	5	1	3	1	3	1	0	0	2	0	2	1	1	4	2	2	0	3	2	3	4	1	4	0	2	3	1	2	0	1	1	4	4	2	6	11	8	4	0	1	8	0	3	12	0	3	7	3	11	8	0	3	1	8	4	1	4	1	2	7	2	2	3	1	4	5	2	3	4	0	2	0	0	7	2	1	2	1	1	0	0	2	3	1	2	4	4	2	5	3	3	0	1	4	1	0	1	0	1	3	0	1	17	28	4	16	13	11	13	6	20	20	12	17	14	16	20	48	4	32	20	97	5	0	14	14	31	4	4	20	2	13	7	23	26	41	9	8	14	14	13	9	6	12	10	11	7	10	11	90	3
chr3.180	32	13	239	165	388	60	37	175	4	3	2	1	3	7	2	6	4	25	16	19	11	10	21	10	13	15	11	4	12	2	2	2	3	1	1	2	3	1	1	1	2	7	0	1	1	2	2	4	2	2	9	2	2	3	3	4	4	3	1	5	7	2	5	2	3	5	5	3	4	3	3	3	0	5	0	1	2	7	7	4	2	5	2	6	6	2	2	0	1	7	1	0	3	4	4	5	2	1	4	1	1	0	2	4	4	1	1	1	3	2	3	5	10	4	1	1	2	1	4	7	3	0	2	3	0	0	0	1	0	2	0	0	11	22	8	19	11	1	16	6	18	10	10	10	6	11	12	20	15	23	6	96	9	1	9	6	20	9	3	10	4	5	5	16	6	17	3	1	9	15	18	8	3	15	12	9	6	2	8	50	5
chr3.181	44	15	262	156	514	40	27	154	3	6	5	3	6	10	4	4	3	18	19	5	16	11	8	21	10	8	8	6	18	4	2	5	2	1	1	0	5	0	1	0	4	3	2	2	0	0	2	1	0	0	8	2	1	1	2	3	2	0	1	4	2	5	2	5	1	3	3	2	2	3	6	1	1	6	3	2	4	4	10	2	1	4	3	4	3	2	2	0	2	5	4	4	2	1	3	5	2	3	5	2	1	2	3	7	3	3	5	1	2	1	1	2	1	0	1	0	3	2	1	2	6	1	0	3	0	0	1	1	1	1	1	0	9	34	3	18	18	16	17	10	28	18	12	11	8	9	37	34	7	29	16	98	12	3	11	14	32	1	1	7	0	5	7	15	22	12	7	1	18	17	15	5	4	10	10	21	3	3	6	70	2
chr3.182	39	17	232	196	418	33	38	178	5	4	3	2	4	12	3	1	5	31	29	4	13	9	5	23	8	16	7	10	13	3	3	5	1	1	2	2	2	0	0	1	0	4	0	2	1	1	0	2	3	2	5	1	0	1	3	1	2	2	0	6	6	2	2	0	2	7	6	7	5	3	8	4	2	11	1	0	3	8	8	4	2	2	0	7	1	3	8	4	2	8	3	5	8	2	1	4	5	3	5	1	1	0	1	5	4	4	1	0	1	2	2	6	6	3	6	2	2	1	3	2	5	0	0	3	0	1	0	1	2	1	0	0	11	16	2	22	11	8	18	1	12	14	16	11	17	8	24	32	10	18	19	96	4	1	12	5	17	5	0	10	2	7	8	7	5	10	10	1	24	12	11	1	3	14	18	13	3	3	12	45	8
chr3.183	35	7	334	168	511	34	35	155	4	7	4	2	0	9	1	3	5	22	22	9	5	5	14	13	12	12	8	8	15	2	0	2	0	1	1	1	1	1	2	1	0	1	1	2	1	2	1	0	3	2	3	3	0	1	0	3	2	3	1	1	3	3	3	6	4	4	6	5	6	5	4	3	5	6	1	6	3	4	4	0	1	4	4	5	4	0	3	1	0	9	3	2	1	2	5	4	2	2	7	0	2	3	1	11	3	3	0	1	1	1	4	3	5	0	2	0	0	3	2	2	2	2	2	4	0	0	1	1	1	3	0	0	12	26	8	17	17	17	11	8	16	13	19	17	14	14	24	40	9	30	16	105	8	3	12	9	30	3	6	9	6	11	9	10	12	21	8	0	17	18	22	7	7	24	18	20	5	6	16	73	6
chr3.184	59	16	399	131	550	103	43	198	6	11	5	5	8	8	8	4	4	27	23	13	7	6	13	23	14	14	15	8	22	3	3	2	0	3	2	3	13	4	4	1	8	3	1	2	8	8	1	2	2	3	5	4	7	1	2	11	7	5	1	2	2	0	5	5	4	12	12	1	2	3	2	0	5	0	1	4	1	3	7	0	0	2	2	2	3	2	3	3	0	4	2	2	1	1	2	5	6	2	3	1	2	0	3	8	3	1	0	2	2	1	0	1	2	2	1	2	3	2	3	1	4	2	2	2	1	3	1	0	1	1	0	1	11	24	6	25	28	14	17	10	33	19	20	17	16	19	32	24	12	29	22	90	9	4	11	8	27	7	1	17	7	21	7	15	15	25	13	1	20	23	26	9	10	15	14	28	8	6	15	88	8
chr3.185	38	17	259	174	400	125	23	189	1	2	8	1	5	7	3	4	7	22	43	3	5	4	12	21	16	8	10	7	28	1	1	1	1	0	13	0	6	6	4	1	5	4	4	8	10	6	2	3	3	5	10	6	10	0	11	7	5	6	3	3	3	2	4	2	2	3	3	1	2	3	9	2	4	8	2	6	5	5	7	2	2	0	2	3	2	2	1	3	2	18	5	1	2	1	4	5	2	2	3	2	1	2	1	4	5	2	2	0	0	0	1	2	3	2	4	1	2	4	3	2	2	6	2	4	0	0	0	1	0	1	0	0	11	12	4	16	15	8	9	2	16	10	7	10	10	9	14	24	12	16	17	134	2	0	8	6	19	4	2	16	3	4	8	8	7	14	6	4	14	16	20	5	4	16	17	13	7	1	9	55	6
chr3.186	29	13	296	146	875	67	49	149	3	2	0	6	2	8	4	4	0	28	15	2	2	4	8	17	6	10	20	6	22	1	2	2	2	2	2	2	4	0	0	4	1	6	2	4	5	1	2	7	2	0	7	1	6	1	4	3	4	1	2	4	8	7	2	5	8	5	6	4	1	2	8	4	1	6	1	1	1	2	13	2	3	2	5	7	2	2	1	2	3	4	3	2	7	3	0	4	4	2	1	3	1	1	0	1	0	1	0	3	0	2	1	5	5	0	2	2	4	2	1	2	2	1	2	3	1	1	0	1	0	0	0	0	22	50	7	27	33	28	31	9	57	21	30	27	26	29	40	85	21	51	40	109	10	1	11	25	75	7	3	16	2	4	6	14	14	20	3	4	16	17	11	3	1	11	10	17	3	5	5	101	3
chr3.187	38	17	270	171	860	65	35	142	3	7	6	7	1	5	3	4	2	10	13	3	2	12	12	19	8	11	12	7	18	1	4	3	4	1	2	2	2	3	3	2	2	5	3	5	1	3	1	1	1	1	8	5	2	4	2	3	3	2	3	5	1	4	5	4	4	4	6	2	3	5	7	4	9	3	0	2	3	1	11	0	1	2	1	4	5	3	3	3	2	5	8	3	1	2	3	6	0	1	4	0	3	1	1	3	1	2	0	1	2	2	4	5	8	0	2	1	2	1	7	3	7	1	0	4	1	1	1	2	0	0	0	0	25	54	2	19	33	35	37	9	36	16	26	24	31	28	52	83	21	37	43	129	17	2	8	17	73	4	1	7	6	5	7	7	12	8	4	1	17	9	15	5	2	8	15	18	4	2	7	99	7
chr3.188	90	21	672	210	1017	75	82	425	6	11	13	6	7	14	6	16	11	46	39	17	8	31	23	59	29	49	19	30	54	3	3	3	4	2	4	2	5	2	3	3	1	5	4	3	0	3	4	8	3	3	5	3	6	2	5	3	1	2	1	5	6	5	11	5	10	11	24	5	5	6	11	3	5	7	5	4	4	3	13	1	2	0	3	10	7	0	5	3	2	5	6	2	2	2	3	6	5	2	9	5	0	1	2	9	2	1	4	2	2	0	1	2	3	3	1	1	2	3	6	8	4	0	1	5	0	0	1	0	0	0	0	0	30	69	4	35	35	26	44	12	53	21	36	25	26	32	79	77	21	81	43	121	24	5	13	26	69	10	2	28	12	22	12	22	28	38	13	5	15	41	45	19	11	39	32	32	8	3	22	204	9
chr3.189	148	12	659	316	1413	56	66	496	15	25	18	8	14	18	8	23	19	53	56	22	11	24	12	82	42	56	31	30	47	1	2	2	1	1	4	1	2	3	4	2	3	1	4	1	3	3	2	1	1	2	5	2	2	2	1	3	4	1	4	3	3	5	11	6	6	9	18	5	9	6	11	4	7	10	2	12	4	11	18	5	2	6	0	9	2	4	6	3	1	7	4	9	6	1	7	15	8	3	5	6	2	4	0	10	9	3	1	2	2	2	7	3	10	0	3	2	3	2	5	6	15	2	3	6	0	1	3	1	3	3	0	0	39	92	6	32	32	43	69	9	118	31	34	31	32	52	94	131	23	139	64	129	34	4	13	19	122	16	3	17	10	15	20	25	26	42	3	5	19	58	68	11	16	44	43	18	9	1	11	171	8
chr3.19	66	28	648	389	989	71	54	175	7	2	10	8	7	17	3	8	4	13	12	9	16	9	11	7	11	6	30	11	28	6	5	6	5	1	2	3	2	3	4	2	0	6	5	3	5	1	1	3	6	3	12	0	4	1	0	4	3	1	2	8	3	5	4	3	2	13	12	4	4	16	17	0	13	19	6	3	5	14	22	17	1	4	5	5	3	5	4	8	4	9	12	4	5	3	8	6	7	4	10	7	4	2	4	17	9	5	2	1	8	2	3	8	12	2	0	2	5	4	3	8	12	5	4	6	0	5	2	2	0	2	0	1	35	57	10	34	40	46	34	6	59	26	27	39	29	32	49	116	10	49	41	132	12	1	11	22	58	11	1	43	13	18	16	45	36	88	15	5	10	19	23	6	11	19	16	17	16	6	23	179	12
chr3.190	74	9	333	281	731	62	39	195	4	10	11	8	7	15	4	9	6	22	19	8	6	15	13	25	18	17	11	12	19	2	1	3	1	2	0	0	4	1	2	3	4	4	2	0	2	6	1	2	3	2	10	5	0	0	2	3	0	2	4	4	3	3	3	3	8	7	6	2	3	9	5	2	8	9	2	3	5	7	12	5	3	0	4	11	7	2	1	5	7	6	10	2	12	3	5	6	5	3	10	6	1	2	1	10	5	4	1	1	4	1	5	4	6	1	7	6	5	6	3	8	7	0	2	8	0	1	1	1	2	0	0	0	25	39	3	17	23	23	27	11	34	18	12	17	24	18	41	72	16	46	28	124	14	3	5	14	62	6	6	12	5	7	5	21	20	20	3	5	10	18	24	6	4	21	25	11	6	5	15	74	4
chr3.191	31	9	301	135	449	46	30	159	1	4	3	3	2	4	4	4	6	15	19	6	7	7	12	23	12	11	14	6	17	1	0	2	3	0	1	2	3	4	2	4	1	2	1	2	0	2	1	1	0	1	2	2	1	0	3	4	2	5	3	2	3	5	2	1	6	4	4	3	1	4	2	5	3	1	1	1	4	5	10	3	0	0	3	5	2	1	2	1	0	15	1	1	5	2	1	0	1	2	2	1	2	1	2	4	1	0	2	2	2	1	2	1	3	2	0	1	1	2	1	3	7	2	2	1	1	0	0	1	2	1	0	0	17	14	3	19	18	17	12	9	27	10	12	13	15	10	23	25	9	28	17	104	7	2	7	6	19	9	0	6	7	13	9	9	15	18	0	1	20	20	15	6	5	14	16	20	2	2	20	68	6
